Assembly	greedy	greedy_contigs	plasmidSPAdes	mob_recon
# contigs (>= 0 bp)	4	26	263	2
# contigs (>= 1000 bp)	4	5	42	2
# contigs (>= 5000 bp)	4	3	12	2
# contigs (>= 10000 bp)	2	2	5	0
# contigs (>= 25000 bp)	2	1	3	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	76868	76868	313091	14637
Total length (>= 1000 bp)	76868	72828	235815	14637
Total length (>= 5000 bp)	76868	67393	172612	14637
Total length (>= 10000 bp)	62619	60110	121080	0
Total length (>= 25000 bp)	62619	35392	93294	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	4	26	263	2
Largest contig	36606	35392	35912	7354
Total length	76868	76868	313091	14637
Reference length	92729	92729	92729	92729
GC (%)	49.12	49.12	50.87	51.31
Reference GC (%)	47.60	47.60	47.60	47.60
N50	26013	24718	6670	7354
NG50	26013	24718	31276	-
N75	26013	24718	1007	7283
NG75	7285	3702	26106	-
L50	2	2	10	1
LG50	2	2	2	-
L75	2	2	42	2
LG75	3	4	3	-
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	1	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	6 + 0 part	239 + 3 part	0 + 0 part
Unaligned length	0	985	214832	0
Genome fraction (%)	81.447	80.801	99.997	15.785
Duplication ratio	1.018	1.013	1.066	1.000
# N's per 100 kbp	0.00	0.00	30.34	0.00
# mismatches per 100 kbp	91.36	13.35	112.16	0.00
# indels per 100 kbp	0.00	0.00	3.24	0.00
Largest alignment	36424	35392	35912	7354
Total aligned length	76562	75879	96590	14637
NA50	26013	24718	-	7354
NGA50	26013	24718	26103	-
NA75	26013	24718	-	7283
NGA75	7285	3702	15796	-
LA50	2	2	-	1
LGA50	2	2	2	-
LA75	2	2	-	2
LGA75	3	4	3	-
