Assembly	greedy	greedy_contigs	plasmidSPAdes	mob_recon
# contigs (>= 0 bp)	4	13	91	4
# contigs (>= 1000 bp)	4	5	8	4
# contigs (>= 5000 bp)	4	5	5	4
# contigs (>= 10000 bp)	3	3	4	3
# contigs (>= 25000 bp)	3	3	4	3
# contigs (>= 50000 bp)	1	0	1	0
Total length (>= 0 bp)	138168	138168	185628	129074
Total length (>= 1000 bp)	138168	135320	175544	129074
Total length (>= 5000 bp)	138168	135320	170388	129074
Total length (>= 10000 bp)	131521	122427	164943	122427
Total length (>= 25000 bp)	131521	122427	164943	122427
Total length (>= 50000 bp)	52060	0	52764	0
# contigs	4	13	91	4
Largest contig	52060	43799	52764	43799
Total length	138168	138168	185628	129074
Reference length	136668	136668	136668	136668
GC (%)	47.50	47.50	48.82	47.03
Reference GC (%)	47.51	47.51	47.51	47.51
N50	41763	40930	41581	40930
NG50	41763	40930	41581	40930
N75	37698	37698	32141	37698
NG75	37698	37698	38457	37698
L50	2	2	2	2
LG50	2	2	2	2
L75	3	3	4	3
LG75	3	3	3	3
# misassemblies	2	0	0	0
# misassembled contigs	1	0	0	0
Misassembled contigs length	52060	0	0	0
# local misassemblies	1	1	1	1
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 1 part	4 + 1 part	76 + 1 part	0 + 1 part
Unaligned length	652	772	54222	621
Genome fraction (%)	99.929	99.850	95.095	93.922
Duplication ratio	1.007	1.007	1.011	1.001
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.73	0.73	3.85	0.78
# indels per 100 kbp	1.46	0.73	1.54	0.78
Largest alignment	50045	43178	52729	43178
Total aligned length	137516	137388	130786	128453
NA50	41763	40930	32141	40930
NGA50	41763	40930	37836	40930
NA75	37698	37698	-	37698
NGA75	37698	37698	32141	37698
LA50	2	2	3	2
LGA50	2	2	2	2
LA75	3	3	-	3
LGA75	3	3	3	3
